LANE_02;56.4;19.6
LANE_03;80;19.7
LANE_04;95.5;7.3
LANE_05;84.1;14.7
LANE_06;73.3;59.8
LANE_07;89.1;11.7
LANE_08;91.2;11.8
LANE_09;84.5;11.7
LANE_02;52.9;59.5
LANE_03;90.6;14.7
LANE_04;92.8;11.8
LANE_05;86.4;59.6
LANE_06;89.6;19.7
LANE_07;99.5;14.7
LANE_08;93.1;11.8
LANE_09;89;19.7
LANE_02;82.3;14.7
LANE_03;78.5;19.7
LANE_04;100.9;14.8
LANE_05;90.9;29.8
LANE_06;105.9;19.8
LANE_07;92.7;9.7
LANE_08;98.1;59.8
LANE_09;83.8;29.7
LANE_02;19.2;57
LANE_03;79.4;8.3
LANE_04;93;9.8
LANE_05;93.2;19.7
LANE_06;109.9;59.8
LANE_07;100.7;9.7
LANE_08;96.8;11.8
LANE_09;115.7;59.8
LANE_02;62.5;59.6
LANE_03;87.6;29.7
LANE_04;91.1;11.7
LANE_05;93.3;19.8
LANE_06;73.3;59.6
LANE_07;86.4;11.7
LANE_08;83.9;9.7
LANE_09;102.4;29.8
LANE_01;20.8;59
LANE_02;45.9;9
LANE_03;69.5;5.6
LANE_04;83.4;14.7
LANE_05;87.7;59.8
LANE_06;95.3;19.8
LANE_07;87.5;14.7
LANE_08;97.3;19.7
LANE_09;98.9;9.8
LANE_02;63.1;14.6
LANE_03;76.9;14.7
LANE_04;85.9;14.7
LANE_05;79.6;14.8
LANE_06;123.7;19.8
LANE_07;97.9;19.7
LANE_08;99.6;14.8
LANE_09;86;59.7
LANE_02;85.8;29.5
LANE_03;75.9;7.2
LANE_04;86.9;19.7
LANE_05;83.3;29.7
LANE_06;95.5;29.8
LANE_07;94.3;14.7
LANE_08;88.1;9.8
LANE_09;97.8;29.7
LANE_02;31.8;58.2
LANE_03;69.3;14.7
LANE_04;75.4;19.5
LANE_05;85.7;59.7
LANE_06;84.8;14.7
LANE_07;114.9;29.8
LANE_08;93.4;9.7
LANE_09;93.7;19.8
LANE_02;31.9;58.6
LANE_03;68.2;14.5
LANE_04;77.1;19.7
LANE_05;97.5;59.7
LANE_07;92.1;14.7
LANE_08;89;19.8
LANE_09;80.6;59.7
LANE_02;71.9;14.7
LANE_03;82.7;7.2
LANE_04;85.1;14.7
LANE_06;95.9;59.7
LANE_07;97.1;14.7
LANE_08;93.4;11.8
LANE_09;102.4;29.8
LANE_02;72;29.5
LANE_03;79.2;8.3
LANE_04;96.9;11.8
LANE_05;72.8;59.6
LANE_06;99.9;59.8
LANE_07;92.3;9.7
LANE_08;94.5;14.8
LANE_09;102.2;14.8
LANE_02;58.1;19.6
LANE_03;59.2;29.5
LANE_04;84.3;29.6
LANE_05;89.1;29.7
LANE_06;79.1;29.7
LANE_07;94.5;29.7
LANE_08;93.3;14.8
LANE_09;114;29.8
LANE_02;74.7;59.7
LANE_03;82.6;19.7
LANE_04;79.4;59.7
LANE_07;87;14.7
LANE_08;90.1;14.7
LANE_09;85;14.7
LANE_10;113.3;29.8
LANE_02;49.3;29.5
LANE_03;80.5;14.7
LANE_04;96.3;29.7
LANE_06;101.8;19.7
LANE_07;88.1;29.7
LANE_08;83.7;11.7
LANE_09;94.1;29.8
LANE_02;71.1;19.6
LANE_03;88.9;14.7
LANE_04;89.3;29.8
LANE_05;70.3;14.5
LANE_06;88.7;14.7
LANE_07;92.8;19.7
LANE_08;97.5;9.8
LANE_09;103.7;19.8
LANE_02;46.1;59.5
LANE_03;65.1;14.6
LANE_04;80;29.7
LANE_05;78.8;59.7
LANE_06;96.9;14.7
LANE_07;97.5;14.7
LANE_08;92.5;14.7
LANE_09;96.4;19.8
LANE_10;69.7;59.9
LANE_02;68.9;14.7
LANE_03;79.4;11.7
LANE_04;80.2;59.8
LANE_05;90.5;19.8
LANE_06;98.8;29.8
LANE_07;95.6;14.7
LANE_08;93.3;11.8
LANE_09;94.4;29.8
LANE_02;56.8;29.6
LANE_03;81.6;9.7
LANE_04;85.9;8.3
LANE_05;90.5;59.7
LANE_07;97.1;11.7
LANE_08;92.2;14.7
LANE_09;85.8;29.7
LANE_02;58.4;14.2
LANE_03;90.8;19.7
LANE_04;75.8;14.7
LANE_05;88.7;59.2
LANE_06;80.6;29.6
LANE_07;89.4;14.7
LANE_08;91.8;11.8
LANE_09;80.3;29.7
LANE_02;66.9;29.6
LANE_03;79.5;14.7
LANE_04;87.1;14.7
LANE_05;81.2;59.7
LANE_06;96.7;59.8
LANE_07;80.8;19.7
LANE_08;79.6;11.7
LANE_09;84.2;19.7
LANE_02;43.9;59.4
LANE_03;82.3;11.7
LANE_04;89.7;19.8
LANE_05;82.5;29.7
LANE_06;83.8;29.7
LANE_07;72.2;59.6
LANE_08;89.4;14.7
LANE_09;88.3;19.7
LANE_02;84.1;59.7
LANE_03;78.4;5.7
LANE_04;90.9;59.8
LANE_05;89.1;29.7
LANE_06;95.9;9.8
LANE_07;97.7;14.7
LANE_08;89.4;7.2
LANE_09;92.1;29.7
LANE_02;60.6;59.6
LANE_03;69.3;14.6
LANE_04;80.1;19.7
LANE_05;93;59.5
LANE_06;100.7;29.8
LANE_07;98.2;14.7
LANE_08;96.6;8.3
LANE_09;100.4;14.8
LANE_02;63.1;19.5
LANE_03;77.8;11.7
LANE_04;74.5;9.7
LANE_05;78.5;19.6
LANE_06;86.7;59.8
LANE_07;89;19.7
LANE_08;85.2;11.7
LANE_09;77.2;29.5
LANE_10;69.7;59.6
LANE_02;66.9;11.6
LANE_03;73.8;14.7
LANE_04;89;14.8
LANE_05;84.4;19.7
LANE_06;95.9;11.8
LANE_07;85.5;14.7
LANE_08;107.9;59.8
LANE_09;104.2;59.8
LANE_02;66.8;19.6
LANE_03;77.1;29.7
LANE_04;90.9;9.7
LANE_05;82.3;29.7
LANE_06;75;59.8
LANE_07;113.7;59.7
LANE_08;99.1;11.8
LANE_09;112.8;59.8
LANE_10;105.1;59.8
LANE_02;51;14.5
LANE_03;67.7;9.6
LANE_04;76;59.7
LANE_05;84;19.8
LANE_06;92.1;59.8
LANE_07;82.2;14.7
LANE_08;104.9;29.8
LANE_09;83;29.8
LANE_02;70.9;29.7
LANE_03;73.8;5.7
LANE_04;89.5;11.7
LANE_05;110.8;19.7
LANE_06;103.7;59.7
LANE_07;94;11.7
LANE_08;96.2;29.7
LANE_09;94.5;29.8
LANE_02;49.8;58.9
LANE_03;85.5;9.7
LANE_04;88.3;14.7
LANE_05;110.8;59.5
LANE_07;92.2;19.7
LANE_08;99;9.7
LANE_09;98.3;14.8
LANE_02;65.5;59.5
LANE_03;73.6;9.5
LANE_04;79.7;11.7
LANE_05;75.3;19.7
LANE_06;95.2;19.8
LANE_07;90.8;9.7
LANE_08;89.4;14.8
LANE_09;84.4;59.8
LANE_02;74.2;14.7
LANE_03;93.2;19.7
LANE_04;87.2;19.8
LANE_05;84.3;59.5
LANE_06;89.6;29.7
LANE_07;92.3;29.7
LANE_08;108.2;11.8
LANE_09;78;29.7
LANE_02;79.1;59.7
LANE_03;82.9;8.3
LANE_04;81.4;29.7
LANE_05;97.9;29.8
LANE_06;121;59.8
LANE_07;88.8;9.7
LANE_08;90;6.4
LANE_09;97.2;14.8
LANE_02;66.4;14.6
LANE_03;86;19.6
LANE_05;109.6;59.8
LANE_06;113.7;29.8
LANE_07;81.2;29.7
LANE_08;105.3;8.3
LANE_09;121.9;59.8
LANE_02;78.8;19.7
LANE_03;82.1;29.7
LANE_04;96.6;14.7
LANE_05;84.8;19.7
LANE_06;101.5;19.8
LANE_07;91.7;14.6
LANE_08;92.7;19.8
LANE_09;98.2;14.8
LANE_10;71;29.7
LANE_02;74.1;29.7
LANE_03;80;14.7
LANE_04;93;19.8
LANE_05;46.6;59.4
LANE_07;87.7;9.7
LANE_08;89;14.7
LANE_09;75.5;59.7
LANE_02;77.2;11.7
LANE_03;83.6;8.3
LANE_05;70.4;19.6
LANE_06;92.9;19.7
LANE_07;96.5;14.7
LANE_08;91.8;8.3
LANE_09;92.8;11.8
LANE_10;114.4;59.8
LANE_02;81.8;19.7
LANE_03;77.1;7.2
LANE_04;8.7;59.9
LANE_05;85.3;29.7
LANE_06;93.8;59.6
LANE_07;69.3;29.6
LANE_08;98.6;29.8
LANE_09;90.1;59.8
LANE_02;63;19.6
LANE_03;78.9;5.1
LANE_05;73.1;59.8
LANE_06;92;29.7
LANE_07;94;14.7
LANE_08;90.5;14.7
LANE_09;85.7;11.7
LANE_10;110.6;29.8
LANE_02;46.4;29.4
LANE_03;75.9;14.7
LANE_04;83.3;14.7
LANE_05;70;59.7
LANE_07;92;11.7
LANE_08;82.3;14.7
LANE_09;76.6;59.8
LANE_02;55.7;19.6
LANE_03;72.7;19.5
LANE_04;83.9;11.8
LANE_05;70;59.5
LANE_06;88.5;29.8
LANE_07;94.2;11.7
LANE_08;87.2;19.8
LANE_09;84.6;59.7
LANE_02;53.8;19.3
LANE_03;83.6;9.7
LANE_04;93.5;29.8
LANE_05;81.2;29.7
LANE_06;78.7;59.7
LANE_07;88.7;59.7
LANE_08;118;14.8
LANE_09;96.8;59.9
LANE_02;57;29.5
LANE_03;74.6;9.7
LANE_04;87.3;14.7
LANE_05;81.7;19.6
LANE_06;92.7;29.7
LANE_07;96.8;9.7
LANE_08;89.3;9.7
LANE_09;87.7;19.8
LANE_02;60.3;11.6
LANE_03;75;14.7
LANE_05;75.4;19.7
LANE_06;85.4;14.7
LANE_07;103.6;14.8
LANE_08;71.3;59.6
LANE_09;113.9;19.8
LANE_10;65.4;59.9
LANE_02;51;29.2
LANE_03;62.1;14.5
LANE_04;94;19.8
LANE_05;101.8;59.8
LANE_07;69.9;19.6
LANE_08;92;19.8
LANE_09;98.6;14.8
LANE_02;53.8;59.5
LANE_03;80.8;8.3
LANE_04;90.3;14.6
LANE_05;86.4;14.7
LANE_06;102.7;59.8
LANE_07;82.9;9.7
LANE_08;88.3;19.8
LANE_09;86.9;59.8
LANE_10;65.4;59.6
LANE_02;67.9;11.7
LANE_03;72.4;19.7
LANE_04;84.3;29.7
LANE_05;81.8;59.7
LANE_06;89.8;29.7
LANE_07;108.1;59.8
LANE_08;98.8;5.8
LANE_09;77.9;59.7
LANE_10;93.2;59.8
LANE_02;58.7;29.6
LANE_03;85.4;19.7
LANE_04;89.4;29.8
LANE_05;85.2;59.7
LANE_06;88.3;59.8
LANE_07;79.2;19.6
LANE_08;89.6;59.7
LANE_02;59.1;59.4
LANE_03;81.3;19.6
LANE_04;102.8;19.8
LANE_05;81.5;59.7
LANE_08;84.1;9.7
LANE_09;96.2;19.8
LANE_02;64.4;14.6
LANE_03;87.6;11.7
LANE_05;85.2;29.7
LANE_06;82.6;59.7
LANE_07;80;59.6
LANE_08;98.4;29.8
LANE_02;68.9;59.7
LANE_03;78.8;29.7
LANE_04;94.1;29.8
LANE_06;77.9;59.4
LANE_07;84.2;59.7
LANE_08;96.5;11.8
LANE_09;91;29.7
LANE_02;49.7;14.3
LANE_03;81.2;19.7
LANE_04;81.8;59.7
LANE_05;75.6;19.6
LANE_06;106.7;59.8
LANE_07;98.7;29.7
LANE_08;82.1;29.7
LANE_09;103.4;59.8
LANE_02;62.9;29.6
LANE_03;91.2;11.7
LANE_04;101.1;19.8
LANE_05;87.7;14.6
LANE_06;84.6;14.7
LANE_07;97;29.7
LANE_08;107.2;8.4
LANE_09;102;29.8
LANE_10;93.2;59.8
LANE_02;73.6;14.8
LANE_03;84.3;8.3
LANE_04;94.8;14.7
LANE_05;78.9;14.6
LANE_06;106.5;14.8
LANE_07;93.6;29.7
LANE_08;77.9;29.8
LANE_10;93.2;59.8
LANE_03;72.5;8
LANE_05;125.3;29.5
LANE_06;80.5;29.7
LANE_07;90.5;19.7
LANE_08;94.9;7.2
LANE_09;88.8;29.8
LANE_02;47.5;29.5
LANE_03;70.3;14.5
LANE_04;123.8;59.8
LANE_05;86.8;29.8
LANE_06;100.3;59.8
LANE_08;94;14.8
LANE_09;81.4;29.7
LANE_03;85.4;11.6
LANE_04;82.1;19.7
LANE_05;86.8;29.6
LANE_07;92.6;9.7
LANE_08;95.7;11.8
LANE_09;87.3;29.8
LANE_02;67.5;59.6
LANE_03;81.1;11.6
LANE_04;76.1;59.7
LANE_05;86.8;29.4
LANE_06;93.4;59.7
LANE_07;97.7;29.7
LANE_09;100.7;19.6
LANE_02;83.1;19.7
LANE_03;73.4;9.7
LANE_04;82.6;19.7
LANE_05;81.9;59.8
LANE_06;90.8;19.8
LANE_07;90.6;19.6
LANE_08;85.6;19.7
LANE_09;89.8;14.7
LANE_02;82.5;59.7
LANE_03;83.1;29.7
LANE_04;94.8;14.8
LANE_05;83.5;59.7
LANE_06;111.9;59.8
LANE_07;101.6;19.8
LANE_08;90.2;14.8
LANE_02;61.8;29.3
LANE_03;86.5;19.7
LANE_04;90.9;19.8
LANE_05;96.6;59.8
LANE_07;98.3;19.7
LANE_08;88.9;29.8
LANE_09;87.6;59.7
LANE_02;92.6;29.7
LANE_03;75.2;14.7
LANE_04;78.4;59.7
LANE_06;89.3;29.8
LANE_07;80.2;29.7
LANE_08;85.5;29.8
LANE_09;87.9;59.8
LANE_02;76.8;59.7
LANE_03;69.6;29.6
LANE_04;83.3;19.7
LANE_05;115.1;14.6
LANE_06;94.2;29.8
LANE_08;93.9;19.7
LANE_09;84.3;59.7
LANE_02;72.9;19.7
LANE_03;73.9;11.7
LANE_04;90.2;59.8
LANE_05;73.4;19.6
LANE_06;88.9;14.7
LANE_07;76.3;19.6
LANE_08;92.9;29.7
LANE_09;78.4;19.7
LANE_02;59.3;19.6
LANE_03;82.9;6.4
LANE_04;83.3;29.7
LANE_05;90;29.7
LANE_06;106.1;29.8
LANE_07;87;11.7
LANE_08;82.7;11.7
LANE_09;83.9;14.7
LANE_02;58.8;59.6
LANE_03;73.3;8.2
LANE_04;84.3;29.7
LANE_05;81.4;59.7
LANE_06;102.7;29.8
LANE_07;88.1;14.7
LANE_08;86.3;14.7
LANE_09;86.6;59.7
LANE_02;40.5;59.3
LANE_03;75.8;9.6
LANE_04;99.5;59.8
LANE_05;85.4;19.8
LANE_06;82.5;29.2
LANE_07;96.8;19.7
LANE_08;90.9;14.7
LANE_09;137.7;59.8
LANE_02;76.8;29.7
LANE_03;84.8;11.7
LANE_04;79.4;59.7
LANE_05;67.9;59.7
LANE_06;97.8;19.7
LANE_08;110;14.8
LANE_09;85.8;29.7
LANE_01;20.8;56
LANE_03;69.9;9.7
LANE_04;69.7;19.7
LANE_05;72.4;59.6
LANE_07;100.8;14.7
LANE_08;95.4;7.3
LANE_09;90.9;59.7
LANE_03;76.5;11.7
LANE_05;74.5;59.5
LANE_07;99.5;19.8
LANE_08;88.2;14.7
LANE_09;86.8;59.8
LANE_02;83;59.7
LANE_03;74.7;19.7
LANE_04;64.7;59.7
LANE_06;82.7;29.7
LANE_07;83.8;59.7
LANE_08;95.2;11.8
LANE_09;89.4;29.7
LANE_03;90.7;7.3
LANE_04;102;29.8
LANE_06;94.6;59.7
LANE_07;99.4;29.8
LANE_08;93.8;59.8
LANE_02;66.9;59.7
LANE_03;123.2;59.8
LANE_04;95.5;19.8
LANE_07;115.7;59.8
LANE_08;85.2;59.8
LANE_09;81.9;59.7
LANE_03;97.2;11.7
LANE_05;87;14.7
LANE_07;95.4;9.7
LANE_08;86.6;14.8
LANE_09;92.5;29.7
LANE_02;57.5;59.4
LANE_03;84.6;59.6
LANE_04;78.7;29.7
LANE_05;82.3;29.6
LANE_06;117.1;29.8
LANE_08;99.7;59.8
LANE_02;63;19.6
LANE_03;77.1;8.3
LANE_04;80.5;14.8
LANE_05;98;29.7
LANE_06;93.6;14.7
LANE_07;106.7;59.8
LANE_08;93.7;14.7
LANE_09;79;59.8
LANE_03;95.3;19.7
LANE_07;92.1;59.7
LANE_08;90.3;14.8
LANE_02;57.6;59.6
LANE_03;69.1;19.7
LANE_04;79.5;29.7
LANE_05;105.2;29.8
LANE_07;85.7;9.7
LANE_03;89.1;14.7
LANE_04;93;19.8
LANE_05;81;59.5
LANE_06;67.5;59.6
LANE_07;73.4;29.4
LANE_08;82.9;9.7
LANE_02;30.6;59.4
LANE_03;79.5;14.7
LANE_04;88.7;29.7
LANE_05;89.2;29.7
LANE_07;93.9;29.7
LANE_09;98.5;29.7
LANE_02;68.3;29.6
LANE_03;79;14.7
LANE_04;106.3;14.8
LANE_05;85.7;19.5
LANE_08;85.9;29.8
LANE_02;75.4;59.7
LANE_03;87.5;59.6
LANE_04;62.3;59.7
LANE_05;77.4;59.7
LANE_06;86.2;29.7
LANE_07;80.5;19.7
LANE_08;96.3;14.8
LANE_02;89.1;59.8
LANE_03;84.9;59.7
LANE_04;69.7;59.5
LANE_05;74.2;19.6
LANE_06;89.9;19.8
LANE_07;79.2;19.6
LANE_08;109.9;9.8
LANE_09;89.1;59.7
LANE_02;76.8;29.7
LANE_03;74.8;19.5
LANE_04;80.6;59.7
LANE_05;83.9;29.6
LANE_06;86.2;29.6
LANE_07;102.9;29.8
LANE_08;106.6;19.8
LANE_09;75.2;14.8
LANE_02;48.7;29.6
LANE_04;78.9;59.7
LANE_05;100.4;29.7
LANE_06;87.8;14.8
LANE_07;81.9;14.7
LANE_08;93.1;19.8
LANE_09;80;59.7
LANE_02;66;14.7
LANE_03;77.4;29.6
LANE_04;94.5;29.7
LANE_05;75.6;29.6
LANE_06;86.7;59.8
LANE_08;77.4;19.7
LANE_03;77.6;9.7
LANE_05;92.5;29.8
LANE_06;101;59.8
LANE_07;91.9;19.7
LANE_08;99;14.7
LANE_09;92.5;14.7
LANE_03;69.2;19.5
LANE_04;78.3;14.7
LANE_05;92.5;59.4
LANE_07;77.8;14.6
LANE_08;112.5;19.8
LANE_09;101.4;59.8
LANE_02;61.2;19.5
LANE_03;86.3;7.2
LANE_04;78.8;29.7
LANE_05;86.9;59.9
LANE_07;86.6;19.8
LANE_08;70.2;29.6
LANE_09;85.4;29.8
LANE_02;83.7;59.7
LANE_03;73.7;59.6
LANE_04;103.8;29.8
LANE_07;91;29.7
LANE_08;98.3;29.8
LANE_09;102.2;59.8
LANE_02;74.6;59.6
LANE_03;82.2;14.7
LANE_05;93.9;14.7
LANE_06;100.8;59.8
LANE_07;83.2;29.6
LANE_08;92.2;14.7
LANE_09;100.9;29.8
LANE_04;87;29.7
LANE_05;128;59.8
LANE_06;94.9;19.8
LANE_07;90.5;29.7
LANE_08;103.6;29.8
LANE_02;22.8;28.5
LANE_03;64.3;9.6
LANE_04;83.5;29.7
LANE_05;84.9;29.6
LANE_06;89.3;29.7
LANE_07;90.7;29.7
LANE_08;82.8;29.7
LANE_03;90.2;19.7
LANE_04;72.4;29.8
LANE_05;91.2;29.7
LANE_07;91.5;59.7
LANE_08;94.5;14.7
LANE_02;65.3;19.6
LANE_03;66.7;29.6
LANE_04;77.8;19.7
LANE_05;91.2;59.8
LANE_06;103.9;59.8
LANE_07;89.4;14.7
LANE_08;80.3;14.7
LANE_02;66.2;14.7
LANE_03;79.6;9.7
LANE_04;88.4;14.7
LANE_05;89.1;29.8
LANE_06;97;59.7
LANE_08;121.8;19.8
LANE_09;98.3;29.8
LANE_02;69.3;29.6
LANE_03;89.6;14.7
LANE_04;98.6;9.8
LANE_05;89.1;29.8
LANE_07;86.7;14.7
LANE_08;81.5;59.7
LANE_09;85;59.9
LANE_02;64.3;59.7
LANE_03;90.5;59.7
LANE_04;83.4;19.7
LANE_07;97.6;59.8
LANE_08;92;14.7
LANE_10;90.5;59.8
LANE_02;32.8;58.9
LANE_03;76.3;9.7
LANE_04;75.6;19.7
LANE_05;71.1;59.6
LANE_06;85.3;59.7
LANE_08;82.1;29.7
LANE_09;67.4;59.8
LANE_03;78.5;11.7
LANE_04;86.1;19.7
LANE_05;86.9;59.5
LANE_06;86.6;29.8
LANE_07;89.1;19.7
LANE_08;102.6;14.7
LANE_09;112.7;59.8
LANE_10;90.5;59.7
LANE_02;66.8;29.7
LANE_03;73.8;11.7
LANE_04;102.6;19.8
LANE_05;99.4;59.8
LANE_06;102;59.8
LANE_07;68.9;29.6
LANE_08;83.3;29.7
LANE_03;82.1;8.3
LANE_04;87.5;29.7
LANE_05;71;59.5
LANE_06;108.9;59.8
LANE_07;97.6;11.7
LANE_08;93.5;11.8
LANE_09;78.3;59.8
LANE_02;59.9;19.6
LANE_03;75.1;59.4
LANE_04;94.9;59.7
LANE_05;61.6;29.6
LANE_06;83.9;29.8
LANE_07;88.7;7.2
LANE_08;89.4;14.8
